src_meta_epoch,v21_trend,v21_reason,v21_conflict_score,v21_bull_raw,v21_bear_raw,v21_sep
303673,Neutral,NEU_BEAR_INVALIDATED,0.1631637737223372,0.2173644339416494,0.4844294339416492,0.2670649999999998
307930,Neutral,NEU_BEAR_INVALIDATED,0.1731418312283373,0.2158677253157494,0.4829327253157492,0.2670649999999998
308776,Neutral,NEU_BEAR_INVALIDATED,0.1744281218456218,0.2156747817231567,0.4827397817231566,0.2670649999999999
306359,Neutral,NEU_BEAR_INVALIDATED,0.1747068237439558,0.2392314764384066,0.4154764764384065,0.1762449999999998
305261,Neutral,NEU_BEAR_INVALIDATED,0.1752466618862314,0.2391505007170653,0.4153955007170652,0.1762449999999998
309861,Neutral,NEU_BEAR_INVALIDATED,0.1772511537217401,0.2389773269417389,0.4142923269417388,0.1753149999999999
304025,Neutral,NEU_BULL_INVALIDATED,0.1791605084704187,0.4495911737294371,0.2319811737294371,0.2176099999999999
313905,Neutral,NEU_BEAR_INVALIDATED,0.1812091278544915,0.2345301308218263,0.4625251308218261,0.2279949999999998
308578,Neutral,NEU_BEAR_INVALIDATED,0.1816246814617819,0.2334902977807327,0.4686152977807325,0.2351249999999998
319756,Neutral,NEU_BEAR_INVALIDATED,0.1862913196540228,0.3329203020518966,0.3664353020518965,0.0335149999999999
