src_meta_epoch,v21_trend,v21_reason,v21_bear_continuation_score,v21_bull_raw,v21_bear_raw,v21_sep
311672,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
313988,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.2229538989058856,0.4593188989058855,0.2363649999999998
319736,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
310727,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.2206265,0.4569914999999999,0.2363649999999998
314386,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.2219421364347184,0.4583071364347183,0.2363649999999998
314434,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
309068,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
319262,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
319404,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.225314,0.4616789999999999,0.2363649999999998
312712,Neutral,NEU_BEAR_INVALIDATED,0.8577999999999999,0.2206265,0.4569914999999999,0.2363649999999998
