src_meta_epoch,v21_trend,v21_reason,v21_bear_raw,v21_bull_raw,v21_bear_raw,v21_sep
302300,Neutral,NEU_BEAR_INVALIDATED,0.4883762226236069,0.2126312226236071,0.4883762226236069,0.2757449999999998
303673,Neutral,NEU_BEAR_INVALIDATED,0.4844294339416492,0.2173644339416494,0.4844294339416492,0.2670649999999998
307930,Neutral,NEU_BEAR_INVALIDATED,0.4829327253157492,0.2158677253157494,0.4829327253157492,0.2670649999999998
308776,Neutral,NEU_BEAR_INVALIDATED,0.4827397817231566,0.2156747817231567,0.4827397817231566,0.2670649999999999
315640,Neutral,NEU_BEAR_INVALIDATED,0.4816279400354171,0.2052629400354171,0.4816279400354171,0.2763649999999999
303974,Neutral,NEU_BEAR_INVALIDATED,0.4785591493198303,0.2046741493198304,0.4785591493198303,0.2738849999999999
308578,Neutral,NEU_BEAR_INVALIDATED,0.4686152977807325,0.2334902977807327,0.4686152977807325,0.2351249999999998
322112,Neutral,NEU_BEAR_INVALIDATED,0.4661539999999999,0.199089,0.4661539999999999,0.2670649999999999
316303,Neutral,NEU_BEAR_INVALIDATED,0.4658413446731118,0.1919563446731118,0.4658413446731118,0.2738849999999999
314960,Neutral,NEU_BEAR_INVALIDATED,0.4656383558294616,0.2305133558294618,0.4656383558294616,0.2351249999999998
