src_meta_epoch,v21_trend,v21_reason,v21_bull_invalidators,v21_bull_raw,v21_bear_raw,v21_sep
309719,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.2037790911060207,0.4401440911060207,0.2363649999999999
309725,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.1972559999999999,0.4336209999999999,0.2363649999999999
309665,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.189756,0.4261209999999999,0.2363649999999999
309567,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.189756,0.4261209999999999,0.2363649999999999
314519,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.2026569033894836,0.4390219033894836,0.2363649999999999
315659,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.189756,0.4261209999999999,0.2363649999999999
308492,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.189756,0.4261209999999999,0.2363649999999999
308425,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.1972559999999999,0.4336209999999999,0.2363649999999999
308544,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.1972559999999999,0.4336209999999999,0.2363649999999999
322589,Neutral,NEU_BEAR_INVALIDATED,0.869925,0.189756,0.4261209999999999,0.2363649999999999
