src_meta_epoch,v21_trend,v21_reason,v21_bear_raw,v21_bull_raw,v21_bear_raw,v21_sep
323042,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
306637,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
320117,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
311906,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
307916,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
318467,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
318076,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
321585,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
310016,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
312133,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.0256269166666666,0.0706269166666666,0.0256269166666666,0.045
