src_meta_epoch,v21_trend,v21_reason,v21_compression_trap_score,v21_bull_raw,v21_bear_raw,v21_sep
308586,Neutral,NEU_BEAR_INVALIDATED,0.6599999999999999,0.0986079644242686,0.1889329644242686,0.0903249999999999
309401,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.6599999999999999,0.1483159211479325,0.1191409211479324,0.029175
317156,Neutral,NEU_CLOSE_CALL,0.6599999999999999,0.1152273450553291,0.183052345055329,0.0678249999999999
322457,Neutral,NEU_CLOSE_CALL,0.6599999999999999,0.1181015639214055,0.1859265639214055,0.0678249999999999
308372,Neutral,NEU_BEAR_INVALIDATED,0.6599999999999999,0.1025317499102711,0.185606749910271,0.0830749999999999
307934,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.6599999999999999,0.1126541896467297,0.1444791896467296,0.0318249999999998
320708,Neutral,NEU_CLOSE_CALL,0.6599999999999999,0.08786675,0.1309417499999999,0.0430749999999998
308345,Neutral,NEU_CLOSE_CALL,0.6599999999999999,0.1904094662699676,0.1612344662699675,0.029175
306180,Neutral,NEU_WEAK_CONTINUATION_BOTH,0.6599999999999999,0.1374825833333333,0.1083075833333333,0.029175
306246,Neutral,NEU_CLOSE_CALL,0.6599999999999999,0.0925200541392909,0.1355950541392908,0.0430749999999998
